word,UR,item_type,condition,jitter_filename,jitter_idx,jitter_values
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_0.npy,0,-0.020087009358660157
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_1.npy,1,0.027815412381953834
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_2.npy,2,-0.014771925772108521
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_3.npy,3,0.015041953252099557
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_4.npy,4,-0.05636646150921756
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_5.npy,5,-0.012283827742163151
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_6.npy,6,-0.03173969253976769
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_7.npy,7,-0.04535835139872125
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_8.npy,8,-0.08518288918028617
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_9.npy,9,0.01691361586631208
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_10.npy,10,-0.01053126654344992
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_11.npy,11,0.026288052355544933
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_12.npy,12,-0.02682247093158947
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_13.npy,13,0.008663379700430674
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_14.npy,14,0.03932507765428187
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_15.npy,15,0.004776068042848198
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_16.npy,16,0.004687753950821723
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_17.npy,17,0.028829004308157463
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_18.npy,18,0.04256272231943847
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_19.npy,19,-0.020355706076324028
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_20.npy,20,-0.008298841088243185
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_21.npy,21,-0.09688510912854019
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_22.npy,22,-0.02667724261306969
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_23.npy,23,0.018120254763113772
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_24.npy,24,0.006213485007957704
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_25.npy,25,0.03945609622423524
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_26.npy,26,-0.022502237181579354
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_27.npy,27,0.019198297514922462
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_28.npy,28,-0.025012997965876766
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_29.npy,29,-0.1003489645478371
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_30.npy,30,-0.03507471185626153
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_31.npy,31,0.06474553879390607
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_32.npy,32,0.019110706334607926
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_33.npy,33,0.051129032596119915
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_34.npy,34,0.017264650632214013
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_35.npy,35,-0.03430855596011154
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_36.npy,36,0.00157523837638089
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_37.npy,37,0.010903633122053849
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_38.npy,38,0.022016421269726437
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_39.npy,39,-0.006309265098487914
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_40.npy,40,-0.019472076993683484
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_41.npy,41,-0.0006153269016137831
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_42.npy,42,0.02402396362497158
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_43.npy,43,-0.018162501947284065
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_44.npy,44,0.012010743020037334
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_45.npy,45,-0.009209200404443438
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_46.npy,46,0.02222493520504435
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_47.npy,47,0.024013452381566075
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_48.npy,48,-0.006303266539920701
mawwa_token,mawwa,HAn,glide,mawwa_token_jt_49.npy,49,0.025470573214195824
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_0.npy,0,-0.06387355384300189
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_1.npy,1,-0.002793263982646652
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_2.npy,2,0.0008853060294425653
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_3.npy,3,-0.010811677713575319
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_4.npy,4,0.054302913810910035
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_5.npy,5,0.03209704825117997
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_6.npy,6,-0.025946707858790063
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_7.npy,7,-0.004957307890395888
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_8.npy,8,-0.05140931148875378
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_9.npy,9,-0.050194360493766944
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_10.npy,10,0.07122060365827422
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_11.npy,11,0.021723020405540302
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_12.npy,12,0.03477233498955401
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_13.npy,13,0.08772226041435299
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_14.npy,14,-0.05030545982424133
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_15.npy,15,-0.050169449334980847
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_16.npy,16,0.0617316450404737
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_17.npy,17,-0.010159234282800753
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_18.npy,18,0.026995426174708813
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_19.npy,19,-0.05354243586275879
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_20.npy,20,0.031696007323079416
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_21.npy,21,0.02272098654177527
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_22.npy,22,0.020283568241406327
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_23.npy,23,-0.010695527589677869
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_24.npy,24,-0.03354006386947942
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_25.npy,25,0.00763179850082732
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_26.npy,26,-0.005296837876203801
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_27.npy,27,0.05869373746165296
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_28.npy,28,-0.004379108057500086
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_29.npy,29,-0.04911462434354343
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_30.npy,30,-0.03636693576210138
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_31.npy,31,0.031468055357340055
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_32.npy,32,0.029708028636336547
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_33.npy,33,0.061765101075153706
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_34.npy,34,0.025847510648447685
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_35.npy,35,0.038444699124707785
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_36.npy,36,0.062224164140375786
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_37.npy,37,-0.026524556459054938
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_38.npy,38,-0.02462950960661117
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_39.npy,39,-0.04194681219581618
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_40.npy,40,-0.04689060803010053
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_41.npy,41,0.040248176581897534
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_42.npy,42,0.005586974836043944
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_43.npy,43,-0.0021041245745023673
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_44.npy,44,0.03408973984452922
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_45.npy,45,-0.04113500554630458
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_46.npy,46,-0.03497247161427373
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_47.npy,47,0.05496232842424136
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_48.npy,48,0.0255098922407506
mawwe_token,mawwe,HAn,glide,mawwe_token_jt_49.npy,49,0.02480046964015949
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_0.npy,0,-0.033605535797523664
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_1.npy,1,0.0386642674166745
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_2.npy,2,0.034789459680845444
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_3.npy,3,0.009136342229822512
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_4.npy,4,0.011091956054761565
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_5.npy,5,0.042461453543985846
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_6.npy,6,0.025364961647350342
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_7.npy,7,-0.022386145907936892
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_8.npy,8,0.0453289417639638
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_9.npy,9,0.011174630847171707
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_10.npy,10,-0.05272910517738835
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_11.npy,11,-0.07212546055950832
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_12.npy,12,0.0789238539640641
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_13.npy,13,-0.0010295401497319823
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_14.npy,14,0.04738323270743746
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_15.npy,15,-0.03083265087024437
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_16.npy,16,-0.004568243609202366
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_17.npy,17,-0.0003750414442861456
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_18.npy,18,-0.018177776088327945
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_19.npy,19,-0.023277824162299045
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_20.npy,20,0.00985923382413469
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_21.npy,21,-0.0017580259493885162
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_22.npy,22,-0.008407626513076263
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_23.npy,23,0.017554933805646863
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_24.npy,24,0.0073593518727805484
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_25.npy,25,-0.013554450955515177
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_26.npy,26,-0.032033865004010766
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_27.npy,27,0.04715953765564529
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_28.npy,28,-0.00663924840151679
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_29.npy,29,-0.01942680280522632
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_30.npy,30,0.012575765448033861
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_31.npy,31,0.005759797383345387
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_32.npy,32,-0.01500169791347452
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_33.npy,33,-0.03229848407836989
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_34.npy,34,-0.06228595321203071
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_35.npy,35,0.049963364178552794
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_36.npy,36,0.03361928227047473
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_37.npy,37,0.05117938263332203
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_38.npy,38,-0.005021710670968605
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_39.npy,39,-0.008940399710663018
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_40.npy,40,0.015643083938423893
mawwo_token,mawwo,HAn,glide,mawwo_token_jt_41.npy,41,-0.03506487151042704
